A1CF	APOBEC1
A1CF	EP300
A2M	AMBP
A2M	APOA1
A2M	APP
A2M	BMP1
A2M	CDC42
A2M	KLKB1
A2M	MMP1
A2M	MMP13
A2M	MMP3
A2M	NFKB1
A2M	PROC
A2M	RAC1
A2M	RAC2
A2M	RAC3
A2M	RELA
A2M	RHOA
A2M	RHOB
A2M	RHOBTB1
A2M	RHOBTB2
A2M	RHOC
A2M	RHOD
A2M	RHOF
A2M	RHOG
A2M	RHOH
A2M	RHOJ
A2M	RHOQ
A2M	RHOT1
A2M	RHOT2
A2M	RHOU
A2M	RHOV
A2M	SERPING1
A2M	STAT1
A2M	STAT3
A4GNT	MUC1
A4GNT	MUC12
A4GNT	MUC13
A4GNT	MUC15
A4GNT	MUC16
A4GNT	MUC17
A4GNT	MUC19
A4GNT	MUC2
A4GNT	MUC20
A4GNT	MUC21
A4GNT	MUC3A
A4GNT	MUC3B
A4GNT	MUC4
A4GNT	MUC5AC
A4GNT	MUC5B
A4GNT	MUC6
A4GNT	MUC7
A4GNT	MUCL1
AAAS	AGO2
AAAS	ALYREF
AAAS	AURKB
AAAS	BANF1
AAAS	BIRC5
AAAS	CASC3
AAAS	CCNB1
AAAS	CCNB2
AAAS	CDC40
AAAS	CDCA8
AAAS	CDK1
AAAS	CHTOP
AAAS	CPSF1
AAAS	CPSF2
AAAS	CPSF3
AAAS	CPSF4
AAAS	DDX20
AAAS	DHX38
AAAS	EIF4A3
AAAS	EIF4E
AAAS	FIP1L1
AAAS	GCK
AAAS	GCKR
AAAS	GEMIN2
AAAS	GEMIN4
AAAS	GEMIN5
AAAS	GEMIN6
AAAS	GEMIN7
AAAS	GEMIN8
AAAS	HIKESHI
AAAS	HMGA1
AAAS	HNRNPC
AAAS	HSPA1B
AAAS	INCENP
AAAS	IPO8
AAAS	ISG15
AAAS	KPNA1
AAAS	KPNA2
AAAS	KPNA3
AAAS	KPNA4
AAAS	KPNA5
AAAS	KPNA7
AAAS	KPNB1
AAAS	MAGOH
AAAS	MAGOHB
AAAS	NCBP1
AAAS	NCBP2
AAAS	NDC1
AAAS	NEK6
AAAS	NEK9
AAAS	NPM1
AAAS	NUP107
AAAS	NUP133
AAAS	NUP153
AAAS	NUP155
AAAS	NUP160
AAAS	NUP188
AAAS	NUP205
AAAS	NUP210
AAAS	NUP214
AAAS	NUP35
AAAS	NUP37
AAAS	NUP43
AAAS	NUP50
AAAS	NUP54
AAAS	NUP58
AAAS	NUP62
AAAS	NUP85
AAAS	NUP88
AAAS	NUP93
AAAS	NUP98
AAAS	NUPL2
AAAS	NXF1
AAAS	NXF2
AAAS	NXT1
AAAS	PHAX
AAAS	PIAS3
AAAS	PML
AAAS	POLDIP3
AAAS	POM121
AAAS	POM121C
AAAS	PSIP1
AAAS	RAE1
AAAS	RAN
AAAS	RANBP2
AAAS	RANGAP1
AAAS	RBM8A
AAAS	RNPS1
AAAS	SARNP
AAAS	SEH1L
AAAS	SLBP
AAAS	SLU7
AAAS	SMN1
AAAS	SNRPB
AAAS	SNRPD1
AAAS	SNRPD2
AAAS	SNRPD3
AAAS	SNRPE
AAAS	SNRPF
AAAS	SNRPG
AAAS	SNUPN
AAAS	SP100
AAAS	SRRM1
AAAS	SRSF1
AAAS	SRSF11
AAAS	SRSF2
AAAS	SRSF3
AAAS	SRSF4
AAAS	SRSF5
AAAS	SRSF6
AAAS	SRSF7
AAAS	SRSF9
AAAS	SUMO1
AAAS	SUMO2
AAAS	SUMO3
AAAS	SYMPK
AAAS	THOC1
AAAS	THOC2
AAAS	THOC3
AAAS	THOC5
AAAS	THOC6
AAAS	THOC7
AAAS	TOP2A
AAAS	TPR
AAAS	U2AF1L4
AAAS	U2AF1L5
AAAS	U2AF2
AAAS	UBE2I
AAAS	UPF3B
AAAS	WDR33
AAAS	XPO1
AAAS	XPOT
AAAS	ZC3H11A
AAGAB	UNC119
AAK1	ACTR2
AAK1	ACTR3
AAK1	ADRB2
AAK1	AGFG1
AAK1	AMPH
AAK1	AP2A1
AAK1	AP2A2
AAK1	AP2B1
AAK1	AP2M1
AAK1	AP2S1
AAK1	APOB
AAK1	ARF6
AAK1	ARFGAP1
AAK1	ARPC1A
AAK1	ARPC2
AAK1	ARPC3
AAK1	ARPC4
AAK1	ARPC5
AAK1	ARRB1
AAK1	ARRB2
AAK1	ATP13A2
AAK1	AVP
AAK1	AVPR2
AAK1	BIN1
AAK1	CBL
AAK1	CD3D
AAK1	CD3G
AAK1	CD4
AAK1	CFTR
AAK1	CHRM2
AAK1	CLTA
AAK1	CLTB
AAK1	CLTC
AAK1	CLTCL1
AAK1	CTTN
AAK1	DAB2
AAK1	DNAJC6
AAK1	DNM2
AAK1	DVL2
AAK1	EGF
AAK1	EGFR
AAK1	EPN1
AAK1	EPN2
AAK1	EPS15
AAK1	EPS15L1
AAK1	FCHO1
AAK1	FCHO2
AAK1	FNBP1
AAK1	FNBP1L
AAK1	FZD4
AAK1	GAK
AAK1	GAPVD1
AAK1	GRB2
AAK1	HGS
AAK1	HIP1
AAK1	HIP1R
AAK1	HSPA8
AAK1	IGF2R
AAK1	ITSN1
AAK1	KIAA0319
AAK1	LDLR
AAK1	LDLRAP1
AAK1	LRP2
AAK1	M6PR
AAK1	NECAP1
AAK1	OCRL
AAK1	PACSIN2
AAK1	PICALM
AAK1	PIK3C2A
AAK1	RAB5A
AAK1	REPS1
AAK1	REPS2
AAK1	RPS27A
AAK1	SCARB2
AAK1	SGIP1
AAK1	SH3GL2
AAK1	SH3KBP1
AAK1	SLC18A3
AAK1	SLC2A8
AAK1	SNX9
AAK1	STAM
AAK1	STAM2
AAK1	STON2
AAK1	SYNJ1
AAK1	SYNJ2
AAK1	SYT1
AAK1	SYT2
AAK1	SYT9
AAK1	TF
AAK1	TFRC
AAK1	TGOLN2
AAK1	TRIP10
AAK1	UBA52
AAK1	UBB
AAK1	UBC
AAK1	UBQLN2
AAK1	VAMP2
AAK1	VAMP3
AAK1	VAMP4
AAK1	VAMP7
AAK1	VAMP8
AAK1	WASL
AAK1	WNT5A
AAMDC	BAG3
AAMDC	EGFR
AAMDC	UBC
AAR2	PRPF8
AARS	CEBPB
AARS	DARS
AARS	FARSB
AARS	GARS
AARS	HSP90AB1
AARS	LARS
AARS	NARS
AARS	NSUN2
AARS	QARS
AASDHPPT	FASN
AATF	ATR
AATF	CDK9
AATF	CHEK1
AATF	CHEK2
AATF	DAPK3
AATF	E2F1
AATF	E2F2
AATF	E2F3
AATF	ELF1
AATF	FOXP3
AATF	HDAC1
AATF	HSP90B1
AATF	MAGED1
AATF	MAPKAPK2
AATF	MMS19
AATF	NGF
AATF	NGFR
AATF	PIN1
AATF	RB1
AATF	RELA
AATF	SP1
AATF	TFDP1
AATF	UBC
AATF	USF1
AATK	STK39
ABCA1	ABCA12
ABCA1	APOA1
ABCA1	ARHGEF11
ABCA1	ARHGEF12
ABCA1	HGS
ABCA1	JUN
ABCA1	NR1H2
ABCA1	PRKACA
ABCA1	PRKACB
ABCA1	PRKACG
ABCA1	PRPF8
ABCA1	RELA
ABCA1	SP3
ABCA1	STX12
ABCA1	UBC
